id_compra,sello,codigo_pasta,cantidad_kg,precio_unitario
1450,FR-001,P009,2.599,2340.99
1451,FR-001,P023,3.223,2068.71
1452,FR-001,P014,4.249,7229.51
1452,FR-001,P026,3.083,3671.15
1453,FR-001,P022,4.178,3951.28
1453,FR-001,P002,2.733,2583.81
1453,FR-001,P021,4.49,5382.5
1453,FR-001,P014,4.205,7229.51
1454,FR-001,P003,2.277,7536.54
1454,FR-001,P014,3.682,7229.51
1454,FR-001,P021,0.706,5382.5
1455,FR-001,P025,4.217,2230.34
1455,FR-001,P015,1.572,5107.98
1455,FR-001,P022,4.859,3951.28
1455,FR-001,P005,2.194,3436.6
1456,FR-001,P002,3.767,2583.81
1456,FR-001,P018,3.784,3257.14
1456,FR-001,P001,1.887,3623.94
1456,FR-001,P011,0.979,5701.69
1457,FR-001,P009,3.21,2340.99
1458,FR-001,P016,4.881,2683.15
1458,FR-001,P023,1.781,2068.71
1458,FR-001,P022,2.55,3951.28
1458,FR-001,P019,1.603,5152.69
1459,FR-001,P002,1.345,2583.81
1460,FR-001,P003,0.556,7536.54
1460,FR-001,P012,3.985,6583.14
1461,FR-001,P015,1.901,5107.98
1462,FR-001,P006,1.723,3327.57
1462,FR-001,P025,1.693,2230.34
1462,FR-001,P005,4.667,3436.6
1462,FR-001,P022,2.242,3951.28
1463,FR-001,P020,1.535,8754.39
1464,FR-001,P017,4.978,3991.58
1464,FR-001,P007,0.608,8153.66
1464,FR-001,P006,2.97,3327.57
1465,FR-001,P001,0.897,3623.94
1466,FR-001,P008,4.217,2661.77
1466,FR-001,P007,4.921,8153.66
1466,FR-001,P009,2.355,2340.99
1466,FR-001,P020,3.822,8754.39
1467,FR-001,P018,1.805,3257.14
1468,FR-001,P022,2.654,3951.28
1468,FR-001,P006,1.365,3327.57
1468,FR-001,P014,3.379,7229.51
1469,FR-001,P024,1.193,7540.09
1469,FR-001,P012,1.572,6583.14
1469,FR-001,P009,2.806,2340.99
1470,FR-001,P003,2.732,7536.54
1470,FR-001,P008,0.27,2661.77
1471,FR-001,P011,3.328,5701.69
1472,FR-001,P016,1.563,2683.15
1472,FR-001,P013,0.723,2887.94
1472,FR-001,P020,4.837,8754.39
1473,FR-001,P007,3.207,8153.66
1474,FR-001,P026,4.552,3671.15
1474,FR-001,P008,1.223,2661.77
1474,FR-001,P006,1.968,3327.57
1475,FR-001,P020,1.401,8754.39
1475,FR-001,P016,2.449,2683.15
1476,FR-001,P011,3.487,5701.69
1476,FR-001,P005,3.657,3436.6
1477,FR-001,P009,1.443,2340.99
1477,FR-001,P008,0.938,2661.77
1478,FR-001,P019,4.039,5152.69
1478,FR-001,P012,2.542,6583.14
1479,FR-001,P014,0.281,7229.51
1479,FR-001,P006,1.187,3327.57
1479,FR-001,P018,1.308,3257.14
1480,FR-001,P001,2.247,3623.94
1481,FR-001,P023,1.799,2068.71
1481,FR-001,P011,2.735,5701.69
1481,FR-001,P025,4.995,2230.34
1482,FR-001,P026,3.162,3671.15
1482,FR-001,P017,1.64,3991.58
1482,FR-001,P006,2.51,3327.57
1483,FR-001,P017,1.139,3991.58
1483,FR-001,P013,3.74,2887.94
1484,FR-001,P024,4.37,7540.09
1484,FR-001,P006,3.808,3327.57
1484,FR-001,P019,0.361,5152.69
1484,FR-001,P007,2.282,8153.66
1485,FR-001,P017,1.284,3991.58
1485,FR-001,P015,0.342,5107.98
1485,FR-001,P024,0.537,7540.09
1486,FR-001,P018,0.895,3257.14
1486,FR-001,P005,0.932,3436.6
1486,FR-001,P022,1.214,3951.28
1487,FR-001,P015,0.651,5107.98
1487,FR-001,P012,1.19,6583.14
1487,FR-001,P001,0.894,3623.94
1487,FR-001,P003,4.72,7536.54
1488,FR-001,P025,4.702,2230.34
1488,FR-001,P004,2.358,2175.21
1488,FR-001,P010,4.643,1954.6
1489,FR-001,P023,2.252,2068.71
1489,FR-001,P018,3.747,3257.14
1489,FR-001,P017,0.676,3991.58
1489,FR-001,P022,4.939,3951.28
1490,FR-001,P001,4.863,3623.94
1490,FR-001,P017,1.831,3991.58
1490,FR-001,P026,2.653,3671.15
1490,FR-001,P023,2.813,2068.71
1491,FR-001,P026,1.085,3671.15
1492,FR-001,P021,3.939,5382.5
1492,FR-001,P026,4.926,3671.15
1493,FR-001,P026,3.802,3671.15
1493,FR-001,P011,4.264,5701.69
1493,FR-001,P015,3.857,5107.98
1493,FR-001,P023,2.562,2068.71
1494,FR-001,P009,0.79,2340.99
1494,FR-001,P026,3.225,3671.15
1494,FR-001,P010,4.652,1954.6
1494,FR-001,P011,0.985,5701.69
1495,FR-001,P005,2.823,3436.6
1495,FR-001,P001,4.415,3623.94
1496,FR-001,P026,3.915,3671.15
1496,FR-001,P009,4.198,2340.99
1497,FR-001,P026,2.937,3671.15
1497,FR-001,P005,3.736,3436.6
1497,FR-001,P019,0.83,5152.69
1498,FR-001,P015,0.607,5107.98
1499,FR-001,P024,2.304,7540.09
1500,FR-001,P020,1.864,8754.39
1500,FR-001,P009,0.425,2340.99
1501,FR-001,P022,0.972,3951.28
1501,FR-001,P017,0.919,3991.58
1501,FR-001,P007,2.06,8153.66
1501,FR-001,P024,4.878,7540.09
1502,FR-001,P001,2.553,3623.94
1502,FR-001,P010,2.023,1954.6
1502,FR-001,P023,2.603,2068.71
1502,FR-001,P006,4.044,3327.57
1503,FR-001,P008,2.252,2661.77
1504,FR-001,P021,1.961,5382.5
1504,FR-001,P001,3.093,3623.94
1505,FR-001,P011,0.414,5701.69
1505,FR-001,P021,3.011,5382.5
1506,FR-001,P003,1.766,7536.54
1506,FR-001,P005,2.849,3436.6
1506,FR-001,P007,2.845,8153.66
1507,FR-001,P022,4.839,3951.28
1508,FR-001,P025,0.686,2230.34
1508,FR-001,P001,4.505,3623.94
1508,FR-001,P017,2.437,3991.58
1508,FR-001,P003,1.591,7536.54
1509,FR-001,P007,2.151,8153.66
1509,FR-001,P023,1.411,2068.71
1510,FR-001,P017,4.912,3991.58
1510,FR-001,P001,3.396,3623.94
1510,FR-001,P021,1.609,5382.5
1510,FR-001,P011,3.965,5701.69
1511,FR-001,P026,0.888,3671.15
1511,FR-001,P016,0.786,2683.15
1512,FR-001,P006,4.33,3327.57
1512,FR-001,P014,3.641,7229.51
1513,FR-001,P016,3.961,2683.15
1513,FR-001,P014,1.312,7229.51
1513,FR-001,P007,4.728,8153.66
1513,FR-001,P018,3.647,3257.14
1514,FR-001,P022,4.631,3951.28
1515,FR-001,P017,3.568,3991.58
1515,FR-001,P010,0.472,1954.6
1516,FR-001,P019,2.035,5152.69
1516,FR-001,P016,3.651,2683.15
1516,FR-001,P011,1.492,5701.69
1516,FR-001,P025,0.807,2230.34
1517,FR-001,P018,3.856,3257.14
1518,FR-001,P003,4.101,7536.54
1519,FR-001,P015,0.685,5107.98
1519,FR-001,P006,4.78,3327.57
1519,FR-001,P020,4.481,8754.39
1520,FR-001,P004,1.008,2175.21
1521,FR-001,P012,1.719,6583.14
1521,FR-001,P020,0.285,8754.39
1521,FR-001,P023,0.522,2068.71
1521,FR-001,P015,3.509,5107.98
1522,FR-001,P005,0.593,3436.6
1523,FR-001,P015,3.986,5107.98
1524,FR-001,P010,1.094,1954.6
1525,FR-001,P005,4.316,3436.6
1525,FR-001,P016,2.748,2683.15
1526,FR-001,P003,2.782,7536.54
1527,FR-001,P001,1.289,3623.94
1527,FR-001,P014,4.321,7229.51
1528,FR-001,P013,1.884,2887.94
1529,FR-001,P006,4.469,3327.57
1529,FR-001,P013,0.739,2887.94
1529,FR-001,P003,2.98,7536.54
1529,FR-001,P018,1.32,3257.14
1530,FR-001,P001,4.874,3623.94
1531,FR-001,P015,3.109,5107.98
1532,FR-001,P025,0.556,2230.34
1532,FR-001,P011,2.136,5701.69
1533,FR-001,P005,2.83,3436.6
1533,FR-001,P007,0.336,8153.66
1534,FR-001,P002,3.35,2583.81
1534,FR-001,P006,2.91,3327.57
1534,FR-001,P001,4.274,3623.94
1534,FR-001,P019,4.204,5152.69
1535,FR-001,P001,1.567,3623.94
1535,FR-001,P003,3.177,7536.54
1535,FR-001,P025,0.641,2230.34
1536,FR-001,P013,4.694,2887.94
1536,FR-001,P002,2.603,2583.81
1537,FR-001,P002,3.779,2583.81
1537,FR-001,P021,1.981,5382.5
1538,FR-001,P014,3.745,7229.51
1539,FR-001,P023,4.465,2068.71
1539,FR-001,P022,1.916,3951.28
1540,FR-001,P007,0.379,8153.66
1540,FR-001,P012,4.785,6583.14
1541,FR-001,P014,1.796,7229.51
1541,FR-001,P005,0.574,3436.6
1542,FR-001,P019,4.707,5152.69
1542,FR-001,P009,2.555,2340.99
1542,FR-001,P013,0.419,2887.94
1543,FR-001,P022,3.714,3951.28
1543,FR-001,P003,1.855,7536.54
1543,FR-001,P026,1.233,3671.15
1544,FR-001,P019,2.13,5152.69
1545,FR-001,P002,4.216,2583.81
1545,FR-001,P019,4.178,5152.69
1546,FR-001,P001,0.693,3623.94
1546,FR-001,P016,4.252,2683.15
1546,FR-001,P010,1.855,1954.6
1547,FR-001,P014,0.487,7229.51
1547,FR-001,P011,4.028,5701.69
1547,FR-001,P008,1.32,2661.77
1547,FR-001,P019,4.906,5152.69
1548,FR-001,P009,0.731,2340.99
1548,FR-001,P007,1.77,8153.66
1548,FR-001,P008,2.646,2661.77
1548,FR-001,P020,3.587,8754.39
1549,FR-001,P026,2.875,3671.15
1550,FR-001,P013,0.923,2887.94
1551,FR-001,P016,3.638,2683.15
1551,FR-001,P012,2.295,6583.14
1551,FR-001,P002,1.396,2583.81
1551,FR-001,P003,0.826,7536.54
1552,FR-001,P012,2.993,6583.14
1552,FR-001,P001,3.901,3623.94
1552,FR-001,P026,4.544,3671.15
1552,FR-001,P008,2.008,2661.77
1553,FR-001,P013,3.303,2887.94
1553,FR-001,P024,0.529,7540.09
1553,FR-001,P010,2.635,1954.6
1554,FR-001,P005,1.265,3436.6
1555,FR-001,P004,2.033,2175.21
1556,FR-001,P004,2.851,2175.21
1556,FR-001,P020,3.119,8754.39
1556,FR-001,P017,2.178,3991.58
1557,FR-001,P020,0.782,8754.39
1558,FR-001,P002,0.82,2583.81
1558,FR-001,P015,4.92,5107.98
1558,FR-001,P011,2.997,5701.69
1559,FR-001,P013,2.498,2887.94
1559,FR-001,P015,1.933,5107.98
1560,FR-001,P009,2.156,2340.99
1561,FR-001,P021,3.45,5382.5
1561,FR-001,P006,4.561,3327.57
1561,FR-001,P022,3.23,3951.28
1561,FR-001,P005,1.598,3436.6
1562,FR-001,P024,3.451,7540.09
1562,FR-001,P020,1.892,8754.39
1563,FR-001,P026,4.469,3671.15
1563,FR-001,P006,1.471,3327.57
1563,FR-001,P001,4.857,3623.94
1563,FR-001,P005,2.89,3436.6
1564,FR-001,P003,3.969,7536.54
1564,FR-001,P001,1.862,3623.94
1564,FR-001,P008,1.6,2661.77
1564,FR-001,P013,2.039,2887.94
1565,FR-001,P009,1.634,2340.99
1566,FR-001,P024,4.337,7540.09
1566,FR-001,P023,2.478,2068.71
1567,FR-001,P010,4.352,1954.6
1567,FR-001,P011,1.976,5701.69
1567,FR-001,P007,1.999,8153.66
1567,FR-001,P003,0.323,7536.54
1568,FR-001,P002,0.939,2583.81
1569,FR-001,P010,4.876,1954.6
1569,FR-001,P016,2.267,2683.15
1569,FR-001,P007,4.608,8153.66
1570,FR-001,P026,3.518,3671.15
1570,FR-001,P015,3.069,5107.98
1571,FR-001,P014,0.691,7229.51
1571,FR-001,P021,4.781,5382.5
1572,FR-001,P019,2.723,5152.69
1573,FR-001,P009,0.519,2340.99
1573,FR-001,P011,2.727,5701.69
1574,FR-001,P023,1.661,2068.71
1574,FR-001,P014,0.446,7229.51
1574,FR-001,P022,4.221,3951.28
1575,FR-001,P015,1.654,5107.98
1576,FR-001,P002,1.045,2583.81
1576,FR-001,P026,1.974,3671.15
1576,FR-001,P014,1.844,7229.51
1576,FR-001,P001,4.563,3623.94
1577,FR-001,P022,1.144,3951.28
1577,FR-001,P003,3.779,7536.54
1578,FR-001,P014,4.561,7229.51
1578,FR-001,P006,1.896,3327.57
1578,FR-001,P018,4.649,3257.14
1578,FR-001,P001,2.586,3623.94
1579,FR-001,P022,2.095,3951.28
1579,FR-001,P002,4.893,2583.81
1579,FR-001,P004,2.383,2175.21
1580,FR-001,P012,3.914,6583.14
1581,FR-001,P018,2.367,3257.14
1581,FR-001,P004,3.164,2175.21
1582,FR-001,P025,3.779,2230.34
1582,FR-001,P020,3.188,8754.39
1583,FR-001,P001,3.864,3623.94
1584,FR-001,P026,2.261,3671.15
1584,FR-001,P019,3.39,5152.69
1585,FR-001,P004,3.962,2175.21
1585,FR-001,P005,4.727,3436.6
1585,FR-001,P026,1.603,3671.15
1585,FR-001,P002,1.569,2583.81
1586,FR-001,P016,2.886,2683.15
1586,FR-001,P013,1.939,2887.94
1586,FR-001,P009,1.055,2340.99
1586,FR-001,P015,4.52,5107.98
1587,FR-001,P012,3.482,6583.14
1587,FR-001,P002,3.332,2583.81
1587,FR-001,P024,4.994,7540.09
1588,FR-001,P008,3.007,2661.77
1588,FR-001,P026,0.987,3671.15
1588,FR-001,P019,2.475,5152.69
1589,FR-001,P019,3.0,5152.69
1590,FR-001,P004,1.886,2175.21
1590,FR-001,P001,1.841,3623.94
1590,FR-001,P005,4.205,3436.6
1590,FR-001,P017,1.442,3991.58
1591,FR-001,P011,1.834,5701.69
1591,FR-001,P022,0.303,3951.28
1592,FR-001,P011,3.872,5701.69
1592,FR-001,P019,0.83,5152.69
1592,FR-001,P004,4.236,2175.21
1592,FR-001,P018,4.01,3257.14
1593,FR-001,P025,1.907,2230.34
1594,FR-001,P026,3.914,3671.15
1594,FR-001,P020,4.438,8754.39
1595,FR-001,P007,2.573,8153.66
1595,FR-001,P001,4.475,3623.94
1595,FR-001,P014,3.736,7229.51
1596,FR-001,P026,1.328,3671.15
1596,FR-001,P002,4.531,2583.81
1597,FR-001,P001,2.296,3623.94
1597,FR-001,P004,2.505,2175.21
1597,FR-001,P024,4.011,7540.09
1598,FR-001,P023,3.013,2068.71
1598,FR-001,P003,3.322,7536.54
1599,FR-001,P011,0.31,5701.69
1600,FR-001,P004,3.109,2175.21
1600,FR-001,P019,4.897,5152.69
1600,FR-001,P015,1.643,5107.98
1600,FR-001,P002,4.579,2583.81
1601,FR-001,P012,0.366,6583.14
1601,FR-001,P023,2.323,2068.71
1601,FR-001,P009,4.733,2340.99
1602,FR-001,P008,4.043,2661.77
1602,FR-001,P017,2.486,3991.58
1602,FR-001,P015,2.873,5107.98
1603,FR-001,P004,3.536,2175.21
1603,FR-001,P025,3.26,2230.34
1604,FR-001,P014,1.744,7229.51
1604,FR-001,P016,4.595,2683.15
1604,FR-001,P020,3.218,8754.39
1605,FR-001,P006,1.029,3327.57
1605,FR-001,P024,2.51,7540.09
1605,FR-001,P014,1.045,7229.51
1605,FR-001,P008,1.506,2661.77
1606,FR-001,P016,0.454,2683.15
1606,FR-001,P025,3.463,2230.34
1607,FR-001,P011,2.193,5701.69
1608,FR-001,P009,0.549,2340.99
1609,FR-001,P010,0.35,1954.6
1609,FR-001,P007,2.38,8153.66
1610,FR-001,P005,3.956,3436.6
1610,FR-001,P019,2.359,5152.69
1611,FR-001,P021,3.257,5382.5
1612,FR-001,P002,3.23,2583.81
1612,FR-001,P012,3.019,6583.14
1612,FR-001,P026,2.486,3671.15
1612,FR-001,P024,0.285,7540.09
1613,FR-001,P008,3.809,2661.77
1613,FR-001,P014,2.347,7229.51
1614,FR-001,P015,2.787,5107.98
1614,FR-001,P008,0.57,2661.77
1615,FR-001,P017,4.978,3991.58
1616,FR-001,P010,1.145,1954.6
1616,FR-001,P003,4.333,7536.54
1617,FR-001,P026,2.328,3671.15
1618,FR-001,P014,0.561,7229.51
1618,FR-001,P004,3.767,2175.21
1619,FR-001,P015,0.37,5107.98
1619,FR-001,P013,1.224,2887.94
1619,FR-001,P006,2.441,3327.57
1620,FR-001,P026,1.883,3671.15
1620,FR-001,P025,0.825,2230.34
1620,FR-001,P008,4.168,2661.77
1620,FR-001,P024,1.787,7540.09
1621,FR-001,P026,2.397,3671.15
1621,FR-001,P014,4.702,7229.51
1621,FR-001,P010,1.171,1954.6
1622,FR-001,P025,2.133,2230.34
1623,FR-001,P019,2.162,5152.69
1623,FR-001,P006,2.499,3327.57
1623,FR-001,P013,3.699,2887.94
1624,FR-001,P008,0.465,2661.77
1624,FR-001,P018,1.667,3257.14
1624,FR-001,P007,3.423,8153.66
1625,FR-001,P017,2.024,3991.58
1625,FR-001,P024,2.309,7540.09
1625,FR-001,P004,2.716,2175.21
1625,FR-001,P013,4.848,2887.94
1626,FR-001,P003,3.199,7536.54
1626,FR-001,P017,3.818,3991.58
1626,FR-001,P022,3.437,3951.28
1627,FR-001,P010,3.649,1954.6
1627,FR-001,P013,2.89,2887.94
1627,FR-001,P026,3.963,3671.15
1628,FR-001,P003,3.539,7536.54
1628,FR-001,P015,0.411,5107.98
1628,FR-001,P007,4.712,8153.66
1628,FR-001,P009,2.839,2340.99
1629,FR-001,P025,2.311,2230.34
1629,FR-001,P026,1.208,3671.15
1630,FR-001,P019,0.695,5152.69
1630,FR-001,P007,0.656,8153.66
1630,FR-001,P023,2.394,2068.71
1631,FR-001,P025,3.05,2230.34
1631,FR-001,P005,1.207,3436.6
1632,FR-001,P001,0.266,3623.94
1632,FR-001,P021,4.516,5382.5
1632,FR-001,P008,2.742,2661.77
1633,FR-001,P009,0.782,2340.99
1633,FR-001,P019,0.634,5152.69
1634,FR-001,P016,3.008,2683.15
1634,FR-001,P014,3.695,7229.51
1634,FR-001,P009,1.189,2340.99
1635,FR-001,P018,4.42,3257.14
1635,FR-001,P026,4.648,3671.15
1635,FR-001,P004,2.507,2175.21
1635,FR-001,P007,0.875,8153.66
1636,FR-001,P026,0.741,3671.15
1636,FR-001,P023,0.607,2068.71
1636,FR-001,P025,1.89,2230.34
1636,FR-001,P018,1.236,3257.14
1637,FR-001,P012,2.643,6583.14
1637,FR-001,P023,1.433,2068.71
1638,FR-001,P007,2.138,8153.66
1639,FR-001,P014,0.494,7229.51
1640,FR-001,P017,0.595,3991.58
1640,FR-001,P010,3.698,1954.6
1641,FR-001,P013,2.592,2887.94
1641,FR-001,P001,3.09,3623.94
1641,FR-001,P005,0.318,3436.6
1641,FR-001,P017,1.009,3991.58
1642,FR-001,P017,1.858,3991.58
1642,FR-001,P003,0.394,7536.54
1642,FR-001,P001,3.041,3623.94
1643,FR-001,P018,2.676,3257.14
1643,FR-001,P003,1.406,7536.54
1643,FR-001,P006,3.146,3327.57
1643,FR-001,P017,1.302,3991.58
1644,FR-001,P021,4.723,5382.5
1644,FR-001,P019,4.979,5152.69
1644,FR-001,P008,3.941,2661.77
1645,FR-001,P026,3.989,3671.15
1645,FR-001,P006,3.32,3327.57
1646,FR-001,P009,2.272,2340.99
1647,FR-001,P008,1.414,2661.77
1647,FR-001,P019,3.926,5152.69
1647,FR-001,P011,3.053,5701.69
1648,FR-001,P008,1.078,2661.77
1648,FR-001,P025,2.334,2230.34
1649,FR-001,P004,2.301,2175.21
1649,FR-001,P022,4.475,3951.28
1649,FR-001,P003,4.199,7536.54
1649,FR-001,P011,3.96,5701.69
1650,FR-001,P008,4.134,2661.77
1650,FR-001,P002,2.097,2583.81
1651,FR-001,P003,3.476,7536.54
1652,FR-001,P013,4.976,2887.94
1652,FR-001,P016,1.566,2683.15
1652,FR-001,P002,4.922,2583.81
1653,FR-001,P009,1.651,2340.99
1654,FR-001,P006,0.426,3327.57
1655,FR-001,P025,0.859,2230.34
1655,FR-001,P014,2.855,7229.51
1656,FR-001,P017,1.133,3991.58
1656,FR-001,P011,4.127,5701.69
1656,FR-001,P013,2.837,2887.94
1657,FR-001,P023,4.064,2068.71
1657,FR-001,P003,0.867,7536.54
1657,FR-001,P016,2.397,2683.15
1657,FR-001,P008,4.852,2661.77
1658,FR-001,P023,2.226,2068.71
1659,FR-001,P020,3.511,8754.39
1659,FR-001,P021,3.293,5382.5
1660,FR-001,P014,2.953,7229.51
1660,FR-001,P018,3.015,3257.14
1661,FR-001,P012,0.604,6583.14
1661,FR-001,P025,2.211,2230.34
1661,FR-001,P016,2.857,2683.15
1661,FR-001,P010,3.311,1954.6
1662,FR-001,P013,1.421,2887.94
1662,FR-001,P023,3.771,2068.71
1662,FR-001,P008,4.206,2661.77
1662,FR-001,P022,2.228,3951.28
1663,FR-001,P012,2.539,6583.14
1663,FR-001,P008,2.538,2661.77
1663,FR-001,P011,2.606,5701.69
1664,FR-001,P019,3.145,5152.69
1664,FR-001,P005,4.832,3436.6
1664,FR-001,P023,2.649,2068.71
1665,FR-001,P003,2.687,7536.54
1665,FR-001,P018,3.565,3257.14
1665,FR-001,P022,2.339,3951.28
1665,FR-001,P026,1.732,3671.15
1666,FR-001,P007,3.192,8153.66
1666,FR-001,P025,4.95,2230.34
1667,FR-001,P010,0.87,1954.6
1668,FR-001,P011,1.919,5701.69
1668,FR-001,P001,4.274,3623.94
1668,FR-001,P006,2.609,3327.57
1669,FR-001,P005,0.823,3436.6
1670,FR-001,P026,1.831,3671.15
1670,FR-001,P017,4.808,3991.58
1670,FR-001,P006,2.888,3327.57
1670,FR-001,P020,4.587,8754.39
1671,FR-001,P025,4.822,2230.34
1671,FR-001,P004,2.331,2175.21
1671,FR-001,P024,2.202,7540.09
1671,FR-001,P001,3.879,3623.94
1672,FR-001,P008,4.212,2661.77
1673,FR-001,P010,1.266,1954.6
1674,FR-001,P003,2.326,7536.54
1674,FR-001,P021,4.487,5382.5
1674,FR-001,P006,2.857,3327.57
1675,FR-001,P017,3.723,3991.58
1676,FR-001,P004,2.213,2175.21
1676,FR-001,P001,4.303,3623.94
1676,FR-001,P017,3.17,3991.58
1677,FR-001,P001,1.233,3623.94
1677,FR-001,P016,4.006,2683.15
1677,FR-001,P024,3.472,7540.09
1677,FR-001,P017,1.366,3991.58
1678,FR-001,P002,2.487,2583.81
1678,FR-001,P006,1.994,3327.57
1678,FR-001,P022,1.632,3951.28
1679,FR-001,P002,2.024,2583.81
1679,FR-001,P003,1.981,7536.54
1679,FR-001,P013,1.767,2887.94
1680,FR-001,P017,3.264,3991.58
1680,FR-001,P013,2.887,2887.94
1680,FR-001,P007,4.87,8153.66
1681,FR-001,P026,1.869,3671.15
1682,FR-001,P011,4.956,5701.69
1683,FR-001,P007,3.875,8153.66
1683,FR-001,P017,4.231,3991.58
1683,FR-001,P023,0.8,2068.71
1683,FR-001,P021,2.968,5382.5
1684,FR-001,P025,0.386,2230.34
1685,FR-001,P013,3.452,2887.94
1685,FR-001,P004,0.567,2175.21
1685,FR-001,P014,1.879,7229.51
1685,FR-001,P026,4.921,3671.15
1686,FR-001,P013,1.031,2887.94
1686,FR-001,P001,1.636,3623.94
1686,FR-001,P026,2.029,3671.15
1686,FR-001,P023,3.104,2068.71
1687,FR-001,P017,0.652,3991.58
1688,FR-001,P025,4.506,2230.34
1688,FR-001,P023,4.13,2068.71
1689,FR-001,P011,1.499,5701.69
1689,FR-001,P015,3.98,5107.98
1689,FR-001,P026,2.076,3671.15
1689,FR-001,P012,1.155,6583.14
1690,FR-001,P014,2.02,7229.51
1690,FR-001,P001,1.368,3623.94
1691,FR-001,P021,3.138,5382.5
1691,FR-001,P010,3.047,1954.6
1692,FR-001,P019,2.847,5152.69
1692,FR-001,P013,3.962,2887.94
1692,FR-001,P024,4.702,7540.09
1692,FR-001,P002,4.111,2583.81
1693,FR-001,P017,2.465,3991.58
1694,FR-001,P017,1.62,3991.58
1694,FR-001,P018,1.623,3257.14
1694,FR-001,P002,0.343,2583.81
1695,FR-001,P008,1.485,2661.77
1695,FR-001,P010,0.75,1954.6
1695,FR-001,P017,4.059,3991.58
1695,FR-001,P015,2.104,5107.98
1696,FR-001,P015,0.518,5107.98
1696,FR-001,P020,1.032,8754.39
1697,FR-001,P001,3.321,3623.94
1697,FR-001,P020,1.633,8754.39
1698,FR-001,P003,1.026,7536.54
1698,FR-001,P022,4.008,3951.28
1699,FR-001,P011,3.151,5701.69
1699,FR-001,P015,0.395,5107.98
1699,FR-001,P020,0.444,8754.39
1700,FR-001,P011,2.09,5701.69
1700,FR-001,P013,4.297,2887.94
1701,FR-001,P005,3.293,3436.6
1701,FR-001,P008,4.72,2661.77
1701,FR-001,P002,1.905,2583.81
1701,FR-001,P013,4.352,2887.94
1702,FR-001,P015,0.6,5107.98
1702,FR-001,P023,3.485,2068.71
1703,FR-001,P010,0.72,1954.6
1704,FR-001,P015,1.966,5107.98
1704,FR-001,P016,3.005,2683.15
1704,FR-001,P013,3.543,2887.94
1704,FR-001,P020,1.208,8754.39
1705,FR-001,P024,1.539,7540.09
1705,FR-001,P005,3.107,3436.6
1706,FR-001,P007,2.253,8153.66
1706,FR-001,P015,1.74,5107.98
1706,FR-001,P003,3.952,7536.54
1706,FR-001,P019,3.017,5152.69
1707,FR-001,P026,0.878,3671.15
1708,FR-001,P011,0.364,5701.69
1708,FR-001,P009,1.025,2340.99
1708,FR-001,P022,3.598,3951.28
1709,FR-001,P010,4.647,1954.6
1709,FR-001,P007,2.76,8153.66
1709,FR-001,P018,2.041,3257.14
1710,FR-001,P019,3.457,5152.69
1710,FR-001,P009,2.088,2340.99
1710,FR-001,P004,1.53,2175.21
1710,FR-001,P008,2.843,2661.77
1711,FR-001,P017,3.112,3991.58
1711,FR-001,P020,0.289,8754.39
1711,FR-001,P019,3.889,5152.69
1711,FR-001,P013,2.712,2887.94
1712,FR-001,P019,4.938,5152.69
1712,FR-001,P003,1.661,7536.54
1713,FR-001,P011,0.431,5701.69
1713,FR-001,P019,3.693,5152.69
1714,FR-001,P020,1.587,8754.39
1714,FR-001,P002,1.632,2583.81
1714,FR-001,P022,2.466,3951.28
1715,FR-001,P015,2.4,5107.98
1715,FR-001,P002,1.971,2583.81
1716,FR-001,P011,2.532,5701.69
1716,FR-001,P024,2.207,7540.09
1716,FR-001,P005,0.539,3436.6
1717,FR-001,P015,2.861,5107.98
1717,FR-001,P021,1.567,5382.5
1717,FR-001,P006,0.51,3327.57
1718,FR-001,P003,3.152,7536.54
1718,FR-001,P020,4.675,8754.39
1718,FR-001,P008,2.064,2661.77
1719,FR-001,P008,2.382,2661.77
1720,FR-001,P018,1.335,3257.14
1720,FR-001,P001,2.216,3623.94
1721,FR-001,P022,4.544,3951.28
1722,FR-001,P018,0.252,3257.14
1722,FR-001,P016,3.668,2683.15
1722,FR-001,P015,1.952,5107.98
1723,FR-001,P007,2.985,8153.66
1724,FR-001,P026,3.233,3671.15
1724,FR-001,P020,4.929,8754.39
1725,FR-001,P015,3.915,5107.98
1725,FR-001,P020,3.923,8754.39
1725,FR-001,P016,4.097,2683.15
1725,FR-001,P023,4.119,2068.71
1726,FR-001,P025,4.917,2230.34
1727,FR-001,P003,2.18,7536.54
1727,FR-001,P017,3.723,3991.58
1727,FR-001,P013,3.74,2887.94
1727,FR-001,P006,4.292,3327.57
1728,FR-001,P003,1.326,7536.54
1728,FR-001,P013,2.918,2887.94
1728,FR-001,P008,1.236,2661.77
1728,FR-001,P026,2.787,3671.15
1729,FR-001,P001,0.926,3623.94
1729,FR-001,P007,4.047,8153.66
1730,FR-001,P022,2.252,3951.28
1730,FR-001,P020,0.379,8754.39
1730,FR-001,P017,1.451,3991.58
1731,FR-001,P012,2.561,6583.14
1731,FR-001,P026,0.394,3671.15
1731,FR-001,P009,1.736,2340.99
1731,FR-001,P019,2.122,5152.69
1732,FR-001,P009,3.337,2340.99
1732,FR-001,P019,1.615,5152.69
1733,FR-001,P004,2.459,2175.21
1733,FR-001,P021,1.059,5382.5
1734,FR-001,P003,3.578,7536.54
1735,FR-001,P009,1.027,2340.99
1735,FR-001,P017,0.293,3991.58
